,District Code,Agency Name,Black,Hispanic,White,Asian or Pacific Islander,American Indian/Alaska Native,Hawaiian Native/Pacific Islander,Two or More Races,Total Enrollment,Total Revenue,Revenue per student
837,70136,SHASTA UNION HIGH,103.0,776.0,4009.0,310.0,198.0,16.0,319.0,5731.0,52543000.0,9168.21
838,71274,SHILOH ELEMENTARY,0.0,99.0,43.0,1.0,0.0,0.0,15.0,158.0,1788000.0,11316.46
839,73361,SHORELINE UNIFIED,1.0,294.0,194.0,8.0,6.0,4.0,8.0,515.0,7074000.0,13735.92
840,73742,SIERRA SANDS UNIFIED,288.0,1335.0,2935.0,221.0,75.0,38.0,128.0,5020.0,89959000.0,17920.12
841,75275,SIERRA UNIFIED,12.0,215.0,859.0,26.0,199.0,0.0,12.0,1323.0,9764000.0,7380.2
842,70177,SIERRA-PLUMAS JOINT UNIFIED,2.0,55.0,300.0,1.0,0.0,0.0,18.0,376.0,3414000.0,9079.79
843,61986,SILVER FORK ELEMENTARY,0.0,1.0,10.0,0.0,0.0,0.0,0.0,11.0,268000.0,24363.64
844,73890,SILVER VALLEY UNIFIED,242.0,739.0,862.0,64.0,24.0,51.0,186.0,2168.0,31350000.0,14460.33
845,72603,SIMI VALLEY UNIFIED,171.0,6147.0,8351.0,1689.0,36.0,23.0,732.0,17149.0,145536000.0,8486.56
846,10470,SISKIYOU COUNTY OFFICE OF EDUCATION,3.0,77.0,352.0,5.0,22.0,0.0,71.0,530.0,21641000.0,40832.08
847,70466,SISKIYOU UNION HIGH,14.0,102.0,337.0,17.0,33.0,5.0,47.0,555.0,6571000.0,11839.64
848,65839,SNELLING-MERCED FALLS UNION ELEMENTARY,1.0,34.0,38.0,0.0,1.0,0.0,2.0,76.0,685000.0,9013.16
849,73957,SNOWLINE JOINT UNIFIED,481.0,3455.0,2908.0,162.0,41.0,28.0,573.0,7648.0,81748000.0,10688.81
850,68387,SOLANA BEACH ELEMENTARY,10.0,423.0,1598.0,759.0,3.0,1.0,218.0,3012.0,16792000.0,5575.03
851,10488,SOLANO COUNTY OFFICE OF EDUCATION,55.0,117.0,85.0,27.0,2.0,2.0,29.0,317.0,65374000.0,206227.13
852,75440,SOLEDAD UNIFIED,19.0,4624.0,103.0,78.0,8.0,8.0,16.0,4856.0,61686000.0,12703.05
853,69336,SOLVANG ELEMENTARY,6.0,313.0,245.0,7.0,4.0,0.0,16.0,591.0,3325000.0,5626.06
854,72611,SOMIS UNION,0.0,164.0,81.0,3.0,0.0,0.0,11.0,259.0,1349000.0,5208.49
855,10496,SONOMA COUNTY OFFICE OF EDUCATION,28.0,218.0,147.0,7.0,20.0,1.0,8.0,429.0,123109000.0,286967.37
856,70953,SONOMA VALLEY UNIFIED,24.0,2615.0,1669.0,105.0,18.0,9.0,122.0,4562.0,25945000.0,5687.2
857,72371,SONORA ELEMENTARY,3.0,116.0,531.0,34.0,6.0,2.0,36.0,728.0,5137000.0,7056.32
858,72389,SONORA UNION HIGH,10.0,211.0,769.0,17.0,16.0,4.0,41.0,1068.0,6070000.0,5683.52
859,69849,SOQUEL UNION ELEMENTARY,12.0,631.0,1151.0,47.0,9.0,3.0,128.0,1981.0,13470000.0,6799.6
860,72397,SOULSBYVILLE ELEMENTARY,2.0,82.0,371.0,1.0,5.0,0.0,33.0,494.0,3874000.0,7842.11
861,68395,SOUTH BAY UNION,207.0,6137.0,503.0,295.0,12.0,30.0,193.0,7377.0,93379000.0,12658.13
862,63032,SOUTH BAY UNION ELEMENTARY,6.0,166.0,578.0,23.0,42.0,3.0,97.0,915.0,10397000.0,11362.84
863,63784,SOUTH FORK UNION,0.0,43.0,180.0,0.0,9.0,0.0,9.0,241.0,2876000.0,11933.61
864,66068,SOUTH MONTEREY COUNTY JOINT UNION HIGH,10.0,2102.0,115.0,14.0,10.0,0.0,22.0,2273.0,27322000.0,12020.24
865,65029,SOUTH PASADENA UNIFIED,86.0,1148.0,1348.0,1679.0,12.0,5.0,501.0,4779.0,47583000.0,9956.69
866,69070,SOUTH SAN FRANCISCO UNIFIED,128.0,4270.0,586.0,3178.0,18.0,187.0,512.0,8879.0,50811000.0,5722.6
867,65037,SOUTH WHITTIER ELEMENTARY,19.0,2753.0,89.0,45.0,4.0,4.0,4.0,2918.0,35212000.0,12067.17
868,63040,SOUTHERN HUMBOLDT JOINT UNIFIED,8.0,112.0,559.0,8.0,12.0,7.0,41.0,747.0,6369000.0,8526.1
869,63776,SOUTHERN KERN UNIFIED,348.0,1794.0,1081.0,53.0,29.0,12.0,89.0,3406.0,35988000.0,10566.06
870,73833,SOUTHERN TRINITY JOINT UNIFIED,0.0,6.0,86.0,0.0,2.0,0.0,9.0,103.0,2230000.0,21650.49
871,67553,SOUTHSIDE ELEMENTARY,2.0,131.0,43.0,0.0,0.0,0.0,60.0,236.0,1630000.0,6906.78
872,68403,SPENCER VALLEY ELEMENTARY,193.0,709.0,1004.0,112.0,19.0,17.0,222.0,2276.0,4030000.0,1770.65
873,66225,SPRECKELS UNION ELEMENTARY,4.0,305.0,525.0,57.0,2.0,0.0,80.0,973.0,6870000.0,7060.64
874,72132,SPRINGVILLE UNION ELEMENTARY,0.0,65.0,234.0,7.0,10.0,0.0,1.0,317.0,2230000.0,7034.7
875,63792,STANDARD ELEMENTARY,32.0,914.0,2033.0,35.0,40.0,0.0,76.0,3130.0,30617000.0,9781.79
876,10504,STANISLAUS COUNTY OFFICE OF EDUCATION,101.0,1205.0,877.0,64.0,24.0,13.0,97.0,2381.0,212210000.0,89126.42
877,71282,STANISLAUS UNION ELEMENTARY,201.0,1775.0,746.0,399.0,28.0,36.0,273.0,3458.0,31090000.0,8990.75
878,68676,STOCKTON UNIFIED,4453.0,26645.0,2472.0,5326.0,765.0,213.0,1107.0,40981.0,479084000.0,11690.39
879,72140,STONE CORRAL ELEMENTARY,9.0,568.0,122.0,13.0,4.0,1.0,24.0,741.0,10489000.0,14155.2
880,62653,STONY CREEK JOINT UNIFIED,0.0,7.0,40.0,0.0,43.0,0.0,7.0,97.0,1866000.0,19237.11
881,72157,STRATHMORE UNION ELEMENTARY,1.0,719.0,76.0,0.0,16.0,3.0,2.0,817.0,10213000.0,12500.61
882,65045,SULPHUR SPRINGS UNION,291.0,2909.0,1425.0,507.0,15.0,8.0,215.0,5370.0,48464000.0,9024.95
883,72405,SUMMERVILLE ELEMENTARY,3.0,71.0,253.0,0.0,33.0,0.0,42.0,402.0,3681000.0,9156.72
884,72413,SUMMERVILLE UNION HIGH,16.0,159.0,791.0,9.0,44.0,2.0,35.0,1056.0,10044000.0,9511.36
885,72173,SUNDALE UNION ELEMENTARY,3.0,389.0,419.0,6.0,3.0,0.0,1.0,821.0,7674000.0,9347.14
886,72181,SUNNYSIDE UNION ELEMENTARY,0.0,321.0,33.0,1.0,0.0,0.0,0.0,355.0,4580000.0,12901.41
887,69690,SUNNYVALE,88.0,1969.0,1455.0,2142.0,146.0,54.0,682.0,6536.0,33937000.0,5192.32
888,75119,SUNOL GLEN UNIFIED,3.0,57.0,123.0,55.0,1.0,3.0,36.0,278.0,2004000.0,7208.63
889,65896,SURPRISE VALLEY JOINT UNIFIED,0.0,26.0,72.0,1.0,16.0,0.0,1.0,116.0,1712000.0,14758.62
890,64196,SUSANVILLE ELEMENTARY,15.0,261.0,604.0,25.0,53.0,50.0,88.0,1096.0,9087000.0,8291.06
891,10512,SUTTER COUNTY OFFICE OF EDUCATION,10.0,177.0,179.0,30.0,6.0,1.0,24.0,427.0,44281000.0,103702.58
892,71449,SUTTER UNION HIGH,4.0,198.0,492.0,22.0,17.0,0.0,43.0,776.0,6609000.0,8516.75
893,68411,SWEETWATER UNION HIGH,1057.0,31293.0,2322.0,3899.0,61.0,136.0,1903.0,40671.0,461617000.0,11350.03
894,71290,SYLVAN UNION ELEMENTARY,347.0,3500.0,3095.0,769.0,32.0,96.0,560.0,8399.0,73520000.0,8753.42
895,63800,TAFT CITY,17.0,1213.0,887.0,15.0,9.0,7.0,68.0,2216.0,25907000.0,11690.88
896,63818,TAFT UNION HIGH,8.0,454.0,520.0,5.0,18.0,9.0,20.0,1034.0,20958000.0,20268.86
897,66944,TAHOE-TRUCKEE UNIFIED,11.0,1532.0,2453.0,31.0,19.0,0.0,102.0,4148.0,45517000.0,10973.24
898,65482,TAMALPAIS UNION HIGH,110.0,530.0,3412.0,331.0,14.0,20.0,272.0,4689.0,29174000.0,6221.8
899,63826,TEHACHAPI UNIFIED,70.0,1402.0,2753.0,67.0,32.0,5.0,67.0,4396.0,38329000.0,8719.06
900,10520,TEHAMA COUNTY DEPARTMENT OF EDUCATION,3.0,44.0,147.0,0.0,0.0,0.0,14.0,208.0,25892000.0,124480.77
901,75192,TEMECULA VALLEY UNIFIED,998.0,10000.0,12981.0,2575.0,187.0,74.0,3030.0,29845.0,242257000.0,8117.17
902,65052,TEMPLE CITY UNIFIED,34.0,1227.0,508.0,3916.0,9.0,7.0,180.0,5881.0,53974000.0,9177.69
903,68841,TEMPLETON UNIFIED,11.0,512.0,1682.0,44.0,14.0,5.0,120.0,2388.0,16579000.0,6942.63
904,72199,TERRA BELLA UNION ELEMENTARY,3.0,875.0,24.0,8.0,2.0,0.0,2.0,914.0,11348000.0,12415.75
905,61549,THERMALITO UNION ELEMENTARY,32.0,196.0,647.0,421.0,66.0,6.0,125.0,1493.0,20512000.0,13738.78
906,72207,THREE RIVERS UNION ELEMENTARY,0.0,31.0,88.0,5.0,1.0,0.0,15.0,140.0,712000.0,5085.71
907,72215,TIPTON ELEMENTARY,3.0,509.0,12.0,6.0,1.0,0.0,33.0,564.0,6972000.0,12361.7
908,65060,TORRANCE UNIFIED,883.0,6949.0,5320.0,8205.0,46.0,120.0,2121.0,23644.0,202580000.0,8567.92
909,75499,TRACY JOINT UNIFIED,1033.0,8294.0,3603.0,2681.0,49.0,157.0,609.0,16426.0,152990000.0,9313.89
910,72223,TRAVER JOINT ELEMENTARY,0.0,200.0,9.0,6.0,0.0,0.0,1.0,216.0,2734000.0,12657.41
911,70565,TRAVIS UNIFIED,626.0,1297.0,2130.0,824.0,33.0,71.0,583.0,5564.0,57664000.0,10363.77
912,67561,TRES PINOS UNION ELEMENTARY,0.0,34.0,86.0,0.0,1.0,0.0,3.0,124.0,763000.0,6153.23
913,63057,TRINIDAD UNION ELEMENTARY,0.0,18.0,143.0,1.0,15.0,0.0,21.0,198.0,1748000.0,8828.28
914,76513,TRINITY ALPS UNIFIED,4.0,72.0,545.0,9.0,48.0,1.0,66.0,745.0,6942000.0,9318.12
915,71761,TRINITY CENTER ELEMENTARY,0.0,1.0,13.0,0.0,0.0,0.0,0.0,14.0,264000.0,18857.14
916,67892,TRONA JOINT UNIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8846000.0,inf
917,72231,TULARE CITY,285.0,7411.0,1533.0,195.0,30.0,16.0,95.0,9565.0,111889000.0,11697.75
918,10546,TULARE COUNTY OFFICE OF EDUCATION,36.0,1362.0,837.0,54.0,16.0,6.0,69.0,2380.0,221534000.0,93081.51
919,72249,TULARE JOINT UNION HIGH,175.0,4060.0,1071.0,84.0,34.0,9.0,53.0,5486.0,67894000.0,12375.87
920,73593,TULELAKE BASIN JOINT UNIFIED,2.0,345.0,92.0,0.0,1.0,0.0,9.0,449.0,5207000.0,11596.88
921,75739,TURLOCK UNIFIED,296.0,8018.0,4604.0,743.0,100.0,81.0,327.0,14169.0,150618000.0,10630.11
922,73643,TUSTIN UNIFIED,457.0,11275.0,6463.0,4949.0,44.0,78.0,863.0,24129.0,184181000.0,7633.18
923,72421,TWAIN HARTE,0.0,37.0,203.0,2.0,3.0,3.0,6.0,254.0,1579000.0,6216.54
924,70961,TWIN HILLS UNION ELEMENTARY,8.0,207.0,882.0,13.0,4.0,1.0,137.0,1252.0,9752000.0,7789.14
925,66415,TWIN RIDGES ELEMENTARY,0.0,13.0,62.0,0.0,0.0,0.0,20.0,95.0,932000.0,9810.53
926,76505,TWIN RIVERS UNIFIED,4454.0,13404.0,8778.0,2873.0,241.0,454.0,1775.0,31979.0,391863000.0,12253.76
927,70979,TWO ROCK UNION,1.0,73.0,75.0,1.0,0.0,3.0,13.0,166.0,2104000.0,12674.7
928,65615,UKIAH UNIFIED,58.0,3264.0,2599.0,94.0,370.0,8.0,186.0,6579.0,64863000.0,9859.1
929,69708,UNION ELEMENTARY,70.0,927.0,2749.0,1421.0,14.0,16.0,554.0,5751.0,31053000.0,5399.58
930,66407,UNION HILL ELEMENTARY,1.0,50.0,556.0,6.0,5.0,3.0,48.0,669.0,6364000.0,9512.71
931,65516,UNION JOINT ELEMENTARY,0.0,3.0,9.0,0.0,0.0,0.0,0.0,12.0,117000.0,9750.0
932,75069,UPLAND UNIFIED,895.0,6117.0,2868.0,775.0,48.0,32.0,293.0,11028.0,104691000.0,9493.2
933,76976,UPPER LAKE UNIFIED,7.0,257.0,438.0,10.0,84.0,0.0,38.0,834.0,9756000.0,11697.84
934,70573,VACAVILLE UNIFIED,780.0,4707.0,5478.0,701.0,85.0,90.0,1111.0,12952.0,114987000.0,8877.93
935,75242,VAL VERDE UNIFIED,2893.0,14876.0,1014.0,558.0,76.0,81.0,413.0,19911.0,430096000.0,21600.92
936,65078,VALLE LINDO ELEMENTARY,0.0,1054.0,10.0,52.0,0.0,0.0,1.0,1117.0,13347000.0,11948.97
937,61580,VALLECITO UNION,1.0,100.0,440.0,6.0,8.0,1.0,36.0,592.0,2210000.0,3733.11
938,68437,VALLECITOS ELEMENTARY,2.0,260.0,67.0,2.0,4.0,3.0,3.0,341.0,2614000.0,7665.69
939,70581,VALLEJO CITY UNIFIED,4069.0,5850.0,1090.0,2539.0,60.0,304.0,642.0,14554.0,148922000.0,10232.38
940,75614,VALLEY CENTER-PAUMA UNIFIED,21.0,2120.0,1320.0,60.0,372.0,8.0,168.0,4069.0,33781000.0,8302.04
941,71324,VALLEY HOME JOINT ELEMENTARY,2.0,74.0,92.0,2.0,0.0,0.0,5.0,175.0,1279000.0,7308.57
942,10561,VENTURA COUNTY OFFICE OF EDUCATION,46.0,1390.0,1390.0,86.0,16.0,4.0,147.0,3079.0,234771000.0,76249.11
943,72652,VENTURA UNIFIED,198.0,8791.0,6675.0,560.0,65.0,32.0,660.0,16981.0,147075000.0,8661.15
944,67918,VICTOR ELEMENTARY,2457.0,7586.0,1887.0,321.0,138.0,72.0,290.0,12751.0,144266000.0,11314.09
945,67934,VICTOR VALLEY UNION HIGH,2480.0,8020.0,2113.0,369.0,158.0,84.0,819.0,14043.0,130960000.0,9325.64
946,63834,VINELAND ELEMENTARY,0.0,711.0,8.0,2.0,0.0,0.0,5.0,726.0,10189000.0,14034.44
947,72256,VISALIA UNIFIED,441.0,19617.0,6169.0,1416.0,231.0,41.0,1017.0,28932.0,311104000.0,10752.94
948,69344,VISTA DEL MAR UNION,0.0,36.0,24.0,3.0,4.0,0.0,31.0,98.0,851000.0,8683.67
949,68452,VISTA UNIFIED,720.0,15939.0,6060.0,917.0,96.0,209.0,1110.0,25051.0,223324000.0,8914.77
950,61812,WALNUT CREEK ELEMENTARY,86.0,492.0,2089.0,623.0,4.0,7.0,288.0,3589.0,15753000.0,4389.24
951,73460,WALNUT VALLEY UNIFIED,291.0,3410.0,1140.0,9110.0,11.0,80.0,477.0,14519.0,132669000.0,9137.61
952,75416,WARNER UNIFIED,36.0,435.0,819.0,113.0,131.0,1.0,198.0,1733.0,5320000.0,3069.82
953,63842,WASCO UNION ELEMENTARY,69.0,3380.0,125.0,22.0,2.0,3.0,9.0,3610.0,47946000.0,13281.44
954,63859,WASCO UNION HIGH,29.0,1712.0,102.0,5.0,1.0,1.0,5.0,1855.0,18916000.0,10197.3
955,62513,WASHINGTON COLONY ELEMENTARY,4.0,378.0,36.0,6.0,1.0,0.0,3.0,428.0,5429000.0,12684.58
956,76778,WASHINGTON UNIFIED,454.0,3554.0,2444.0,1165.0,69.0,106.0,291.0,8083.0,91821000.0,11359.77
957,76778,WASHINGTON UNIFIED,235.0,2200.0,227.0,245.0,48.0,0.0,43.0,2998.0,36536000.0,12186.79
958,66233,WASHINGTON UNION ELEMENTARY,3.0,190.0,562.0,78.0,1.0,3.0,51.0,888.0,4500000.0,5067.57
959,75572,WATERFORD UNIFIED,78.0,1766.0,1606.0,193.0,33.0,12.0,288.0,3976.0,25818000.0,6493.46
960,70995,WAUGH ELEMENTARY,15.0,206.0,529.0,63.0,2.0,1.0,93.0,909.0,7477000.0,8225.52
961,72264,WAUKENA JOINT UNION ELEMENTARY,1.0,207.0,31.0,1.0,0.0,0.0,0.0,240.0,2954000.0,12308.33
962,65862,WEAVER UNION,132.0,1928.0,296.0,426.0,13.0,11.0,60.0,2866.0,34322000.0,11975.58
963,70482,WEED UNION ELEMENTARY,18.0,66.0,136.0,14.0,5.0,0.0,30.0,269.0,2501000.0,9297.4
964,61796,WEST CONTRA COSTA UNIFIED,5186.0,16935.0,3138.0,4674.0,69.0,205.0,929.0,31136.0,309360000.0,9935.77
965,65094,WEST COVINA UNIFIED,760.0,8712.0,1302.0,1681.0,22.0,41.0,284.0,12802.0,122909000.0,9600.77
966,62539,WEST PARK ELEMENTARY,12.0,518.0,58.0,36.0,6.0,0.0,8.0,638.0,7881000.0,12352.66
967,71001,WEST SIDE UNION ELEMENTARY,0.0,62.0,110.0,0.0,0.0,0.0,7.0,179.0,865000.0,4832.4
968,70607,WEST SONOMA COUNTY UNION HIGH,25.0,405.0,1374.0,64.0,17.0,4.0,55.0,1944.0,17294000.0,8896.09
969,66951,WESTERN PLACER UNIFIED,232.0,2334.0,5388.0,506.0,106.0,60.0,394.0,9020.0,58735000.0,6511.64
970,66746,WESTMINSTER,63.0,4081.0,1202.0,3667.0,30.0,59.0,236.0,9338.0,107186000.0,11478.48
971,63230,WESTMORLAND UNION ELEMENTARY,0.0,363.0,17.0,0.0,0.0,0.0,0.0,380.0,4723000.0,12428.95
972,62547,WESTSIDE ELEMENTARY,56.0,677.0,354.0,30.0,9.0,0.0,53.0,1179.0,13671000.0,11595.42
973,65102,WESTSIDE UNION ELEMENTARY,986.0,4167.0,3206.0,401.0,20.0,12.0,510.0,9302.0,83599000.0,8987.21
974,64204,WESTWOOD UNIFIED,5.0,54.0,248.0,4.0,17.0,0.0,18.0,346.0,2746000.0,7936.42
975,72751,WHEATLAND,63.0,299.0,781.0,47.0,17.0,10.0,117.0,1334.0,16268000.0,12194.9
976,72769,WHEATLAND UNION HIGH,25.0,223.0,364.0,21.0,9.0,2.0,95.0,739.0,7190000.0,9729.36
977,70169,WHITMORE UNION ELEMENTARY,3.0,25.0,159.0,1.0,1.0,1.0,26.0,216.0,2599000.0,12032.41
978,65110,WHITTIER CITY ELEMENTARY,40.0,5574.0,230.0,47.0,12.0,7.0,165.0,6075.0,64739000.0,10656.63
979,65128,WHITTIER UNION HIGH,105.0,10604.0,968.0,256.0,21.0,16.0,51.0,12021.0,163000000.0,13559.6
980,65136,WILLIAM S. HART UNION HIGH,1275.0,10623.0,10383.0,2856.0,83.0,34.0,1512.0,26766.0,239609000.0,8951.99
981,61622,WILLIAMS UNIFIED,4.0,1284.0,71.0,15.0,2.0,1.0,5.0,1382.0,13664000.0,9887.12
982,65623,WILLITS UNIFIED,13.0,535.0,1056.0,30.0,143.0,2.0,105.0,1884.0,17217000.0,9138.54
983,70490,WILLOW CREEK ELEMENTARY,0.0,2.0,25.0,0.0,3.0,0.0,9.0,39.0,605000.0,15512.82
984,67579,WILLOW GROVE UNION ELEMENTARY,0.0,18.0,1.0,0.0,0.0,0.0,0.0,19.0,80000.0,4210.53
985,62661,WILLOWS UNIFIED,8.0,707.0,565.0,74.0,36.0,5.0,29.0,1424.0,12356000.0,8676.97
986,71019,WILMAR UNION ELEMENTARY,0.0,40.0,179.0,2.0,2.0,2.0,8.0,233.0,1226000.0,5261.8
987,65151,WILSONA ELEMENTARY,145.0,896.0,205.0,4.0,15.0,0.0,50.0,1315.0,16221000.0,12335.36
988,75358,WINDSOR UNIFIED,33.0,2648.0,2253.0,94.0,56.0,17.0,122.0,5223.0,41561000.0,7957.3
989,71456,WINSHIP-ROBBINS,2.0,245.0,395.0,20.0,4.0,0.0,74.0,740.0,2489000.0,3363.51
990,72702,WINTERS JOINT UNIFIED,23.0,1027.0,473.0,19.0,4.0,2.0,7.0,1555.0,16339000.0,10507.4
991,65870,WINTON,15.0,1692.0,144.0,76.0,10.0,0.0,5.0,1942.0,25475000.0,13117.92
992,76869,WISEBURN UNIFIED,616.0,2227.0,834.0,215.0,9.0,23.0,377.0,4301.0,66336000.0,15423.39
993,76794,WOODLAKE UNIFIED,6.0,1999.0,158.0,17.0,6.0,0.0,6.0,2192.0,30840000.0,14069.34
994,72710,WOODLAND JOINT UNIFIED,139.0,6843.0,2243.0,556.0,54.0,36.0,206.0,10077.0,97180000.0,9643.74
995,69088,WOODSIDE ELEMENTARY,9.0,45.0,283.0,15.0,0.0,7.0,41.0,400.0,14636000.0,36590.0
996,72298,WOODVILLE UNION ELEMENTARY,0.0,426.0,9.0,1.0,0.0,0.0,0.0,436.0,6337000.0,14534.4
997,71035,WRIGHT ELEMENTARY,47.0,1039.0,314.0,129.0,18.0,4.0,42.0,1593.0,15815000.0,9927.81
998,10579,YOLO COUNTY OFFICE OF EDUCATION,9.0,156.0,358.0,8.0,1.0,2.0,6.0,540.0,42918000.0,79477.78
999,76414,YOSEMITE UNIFIED,13.0,411.0,1515.0,33.0,64.0,1.0,151.0,2188.0,17219000.0,7869.74
1000,70508,YREKA UNION ELEMENTARY,7.0,150.0,574.0,25.0,149.0,0.0,54.0,959.0,9436000.0,9839.42
1001,70516,YREKA UNION HIGH,5.0,98.0,424.0,8.0,36.0,0.0,63.0,634.0,6836000.0,10782.33
1002,71464,YUBA CITY UNIFIED,244.0,5869.0,3785.0,2538.0,86.0,44.0,718.0,13284.0,137279000.0,10334.16
1003,10587,YUBA COUNTY OFFICE OF EDUCATION,18.0,165.0,287.0,15.0,20.0,2.0,59.0,566.0,29297000.0,51761.48
1004,67959,YUCAIPA-CALIMESA JOINT UNIFIED,153.0,4038.0,4720.0,190.0,42.0,19.0,807.0,9969.0,93604000.0,9389.51
